,ID_Fatura,UC,Municipio,Bairro_Cidade,Endereco_Complemento,Campus_Name,Campus_Unique_Name,Grupo_Tarifario,Fase,valor_total_RS,pagina_correspondente,valor_faturado_consumo,valor_faturado_band_amar,valor_faturado_band_verm,valor_faturado_consumo_P,valor_faturado_consumo_FP,valor_faturado_ener_reat_exc_P,valor_faturado_ener_reat_exc_FP,valor_faturado_demanda,valor_faturado_demanda_ultr,valor_faturado_cosip,valor_faturado_custo_disp_sistema,valor_faturado_comp_viol_meta_continuidade,Quantidade_consumo,Quantidade_consumo_P,Quantidade_consumo_FP,Quantidade_ener_reat_exc_P,Quantidade_ener_reat_exc_FP,Quantidade_demanda,Quantidade_demanda_ultr,Quantidade_custo_disp_sistema,Medido_consumo,Medido_consumo_P,Medido_consumo_FP,Medido_ener_reat_exc_P,Medido_ener_reat_exc_FP,Medido_demanda,Medido_demanda_ultr,Medido_energia_reat_indutiva,MM_YY_ref,year,month,has_demanda,has_been_charged_by_demanda_ultr,has_been_refunded,real_contracted_value_for_demanda,diff_demanda_contratada_medida,ratio_medido_faturado,demanda_tarifa_cost_real_por_kW,lost_money_sobrecontratacao_demanda
617,01-20184309434696 -97,25576640,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, GINASIO COBERTO BERTHOLDO WERNER",CERES,CERES_Progresso_B3_Ginasio,B-3,TR-TRIFASICO,43,14,15,79,11,78,48,73,98,46,65,96,57,78,45,50,80,7,32,26,92,19,52,40,42,18,92,49,30,56,2018_10,2018,10,False,False,True,0.0,0.0,,,91
618,01-20184258077458-59,2102650,IBIRAMA,BELA VISTA / IB,"R 7 DE SETEMBRO, 200, ",CEAVI,CEAVI_Bela-Vista_B3_7.Set.200,B-3,TR-TRIFASICO,98,16,40,56,92,48,88,88,70,19,62,9,98,5,3,53,68,49,16,17,53,47,74,38,1,69,76,79,96,30,2018_10,2018,10,False,False,False,0.0,0.0,,,73
619,01-20184258077535-6,2102811,IBIRAMA,BELA VISTA / IB,"R PROF® HELENA LAUN, 236, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.236,B-3,MO-MONOFASICO,26,17,96,59,20,4,19,26,90,47,6,63,18,44,82,10,54,47,11,16,31,61,29,95,98,29,67,41,67,31,2018_10,2018,10,False,False,False,0.0,0.0,,,96
620,01-20184309551048 - 30,43860100,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"R EDGAR LINHARES, 570, GALPAO 04",CEFSI,CEFSI_Nova-Esperanca_,B-3,TR-TRIFASICO,22,20,19,55,72,32,53,33,22,77,1,45,93,1,50,93,26,63,90,10,88,22,82,3,94,14,40,30,62,63,2018_10,2018,10,False,False,False,0.0,0.0,,,15
621,01-20184316342120-5,47553474,CHAPECO,CHAP - CENTRO,"R SETE DE SETEMBRO, 91, AP101 ED PERETTI - DPTO CURSO ENFERMAGEM",CEO,CEO_Centro_B3_7.Set.91_Departamento-Enfermagem,B-3,TR-TRIFASICO,3,22,68,86,15,82,20,16,94,83,45,5,10,66,4,99,21,54,76,9,70,51,38,77,53,95,74,34,58,66,2018_10,2018,10,False,False,False,0.0,0.0,,,28
622,01-20184257963894-80,22037099,PINHALZINHO,PINH - RURAL,"LN BONITA,, KM 01",CEO,CEO_Pinh_B3_Km01,B-3,TR-TRIFASICO,7,23,89,8,82,44,68,36,85,48,3,62,39,64,33,51,51,61,85,79,17,53,98,47,75,62,91,40,44,87,2018_10,2018,10,False,False,False,0.0,0.0,,,54
623,01-20184267115753-48,26132010,SAO BENTO DO SUL,CENTENARIO,"R LUIZ FERNANDO HASTREITER, 150, ",CEPLAN,CEPLAN_Centenario_B3,B-3,TR-TRIFASICO,90,24,94,5,27,68,43,38,29,42,41,65,49,32,39,37,5,91,69,21,4,88,56,52,52,56,30,54,25,53,2018_10,2018,10,False,False,False,0.0,0.0,,,75
624,01-20184266886283-29,21363677,FLORIANOPOLIS,ITACORUBI - FNS,"SV CAMINHO DO PORTO,, CONJUNTO ESPORTIVO",Reitoria,Reitoria_Itacorubi_B3_Conjunto-Esportivo,B-3,TR-TRIFASICO,38,1,80,78,65,43,38,19,66,64,4,18,71,75,98,20,72,10,4,87,45,83,22,82,58,52,27,63,75,99,2018_10,2018,10,False,False,False,0.0,0.0,,,4
625,01-20184304636738-8,10061849,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 275, ",CEFID,CEFID_Coqueiros_UC_2,B-3,TR-TRIFASICO,55,3,4,45,20,72,53,75,90,22,36,69,27,95,77,96,95,73,12,51,28,44,38,48,28,40,64,44,90,68,2018_10,2018,10,False,False,False,0.0,0.0,,,91
626,01-20184304631342-1,10065593,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 163, ",CEFID,CEFID_Coqueiros_B3_P.Simone.163,B-3,TR-TRIFASICO,76,4,73,39,36,65,62,80,8,1,55,21,87,10,9,17,79,51,71,66,79,38,93,78,66,11,14,50,80,46,2018_10,2018,10,False,False,False,0.0,0.0,,,29
627,01-20184313093143-0,28735588,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL6 CX6",CCT,CCT_America_B3_Radio_CX_6,B-3,TR-TRIFASICO,29,9,5,11,35,81,65,22,95,50,7,93,96,19,75,24,75,78,87,71,30,75,55,2,3,36,93,36,72,30,2018_10,2018,10,False,False,False,0.0,0.0,,,79
628,01-20184309142422-65,12216955,LAGES,CONTA DINHEIRO- LAG*,"R PAULO ALVES DE LIZ,, TELEMED",CAV,CAV_Conta-Dinheiro_A4_Telemed,A-4,TR-TRIFASICO,94,11,94,75,12,50,84,47,21,27,44,3,44,8,12,64,20,64,14,83,64,51,79,31,83,3,14,53,45,43,2018_10,2018,10,True,False,False,440.0,134.3,0.69,12.59,89
629,01-20184286212294-1,51262476,LAGUNA,PROGRESSO - LAG,"AV ENG COLOMBO MACHADO SALLES,0, ",CERES,CERES_Progresso_B3_Colombo-Sales.0,B-3,TR-TRIFASICO,89,13,37,21,64,45,28,23,32,27,3,20,32,65,40,7,28,80,6,11,94,44,47,6,67,69,52,83,67,34,2018_10,2018,10,False,False,False,0.0,0.0,,,70
630,01-20184309158613-2,12264488,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, COL COMERCIAL LAGUNENSE",CERES,CERES_Progresso_A4_Col.Comercial-Laguense,A-4,TR-TRIFASICO,59,14,86,40,81,71,14,60,56,62,33,37,37,72,1,50,17,32,34,64,30,79,45,8,32,88,56,54,96,88,2018_10,2018,10,True,False,False,121.0,0.5,1.0,12.54,91
631,01-20184258077537-23,2102668,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, FUNDOS",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120.Fundos,B-3,MO-MONOFASICO,36,16,57,40,93,30,85,75,35,22,82,82,52,75,84,93,79,23,35,16,48,50,10,54,84,91,97,29,37,50,2018_10,2018,10,False,False,False,0.0,0.0,,,38
632,01-20184258077541-9,2102889,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120,B-3,TR-TRIFASICO,10,17,84,95,10,94,81,29,26,85,27,14,69,87,68,56,8,37,27,75,13,25,18,64,91,7,32,26,70,84,2018_10,2018,10,False,False,False,0.0,0.0,,,86
633,01-20184276186751-33,49292945,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"AV LOURIVAL CESARIO PEREIRA, 100, UDESC",CEFSI,CEFSI_Nova-Esperanca_A4_Lourival-Cesario.100,A-4,TR-TRIFASICO,82,20,71,13,10,44,39,40,22,38,35,6,14,52,15,30,70,91,25,37,3,87,81,84,16,76,56,49,95,85,2018_10,2018,10,True,False,False,235.0,160.2,0.32,12.59,70
634,01-20184316342115-75,47571197,CHAPECO,CHAP - CENTRO,"R 7 DE SETEMBRO, 91, D TERREO",CEO,CEO_Centro_B3_7.Set.91_D-Terreo,B-3,TR-TRIFASICO,33,22,99,18,72,79,63,21,97,67,42,11,64,35,86,50,52,57,80,55,93,61,91,86,82,50,20,62,21,93,2018_10,2018,10,False,False,False,0.0,0.0,,,81
635,01-20184316266060-62,48665160,GUATAMBU,GUAT - RURAL,"LN PORTO CHALANA,, FAZENDA EXPERIMENTAL CEO - FACEO",CEO,CEO_Rural_B3_Fazenda-Experimental,B-3,MO-MONOFASICO,99,23,32,97,8,7,68,78,18,74,97,33,73,70,27,34,39,20,44,9,92,92,41,69,71,30,13,49,88,74,2018_10,2018,10,False,False,False,0.0,0.0,,,92
636,01-20184309164583-28,45175634,SAO BENTO DO SUL,BRASILIA,"AV PREFEITO ORNITH BOLLMANN, 0, CEDUP ENTRE 480 - 581",CEPLAN,CEPLAN_Brasilia_A4,A-4,TR-TRIFASICO,39,24,19,75,80,9,7,16,48,11,91,51,63,24,75,26,18,56,93,33,13,29,60,82,10,79,59,59,40,58,2018_10,2018,10,True,False,False,60.0,17.6,0.71,12.59,91
637,01-20184020036942-48,12183828,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R VISC OURO PRETO, 457, ",FAED,FAED_Centro_B3,B-3,TR-TRIFASICO,13,2,99,55,20,57,81,20,96,39,50,47,10,60,69,26,32,81,10,18,49,70,9,31,96,24,33,59,77,66,2018_07,2018,7,False,False,False,0.0,0.0,,,59
638,01-20184068864009 - 90,28925301,JOINVILLE,SAGUACU - JVE,"R PAST GUILHERME RAU,1, UDESC RADIO EDUCATIVA DE JLLE - MIRANTE",CCT,CCT_Saguacu_B3_Radio_Mirante,B-3,MO-MONOFASICO,34,7,17,6,53,20,68,33,22,75,46,8,86,40,89,99,68,77,22,3,10,90,74,75,20,7,93,58,60,37,2018_07,2018,7,False,False,False,0.0,0.0,,,15
639,01-20184084095226 -30,28925310,JOINVILLE,AMERICA - JVE,"R OTTO BOEHM, 30, SL6 CX7 - UDESC FUNDACAO",CCT,CCT_America_B3_Radio_CX_7,B-3,BI-BIFASICO,93,10,85,22,91,40,10,47,32,55,24,63,83,95,12,45,51,75,29,9,5,72,98,41,47,60,83,55,48,51,2018_07,2018,7,False,False,False,0.0,0.0,,,29
640,01-20184087486497 -80,26445418,LAGES,CIDADE ALTA - LAG*,"R DAS TORRES, 2090, AREA INDUSTRIAL - UDESC RADIO LAGES",CAV,CAV_Cidade-Alta_B3_Radio,B-3,TR-TRIFASICO,95,12,35,93,16,45,55,61,63,88,25,32,73,19,1,37,37,69,8,70,74,30,35,40,68,77,29,88,85,87,2018_07,2018,7,False,False,False,0.0,0.0,,,73
641,01-20184080069368-54,12184158,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 212, ",CEFID,CEFID_Coqueiros_A4_P.Simone.212,A-4,TR-TRIFASICO,55,5,12,28,56,92,17,40,71,24,80,5,7,22,18,94,5,31,55,60,65,46,49,67,50,59,5,98,74,58,2018_07,2018,7,True,False,False,180.0,60.8,0.66,13.54,6
642,01-20184080069447 -29,20665025,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R SALDANHA MARINHO, 47, ",Museu,Museu_Centro_A4,A-4,TR-TRIFASICO,14,6,72,69,14,8,77,26,55,56,23,46,87,12,86,83,13,38,70,31,29,32,52,72,89,9,42,23,20,4,2018_07,2018,7,True,False,False,30.0,7.6,0.75,13.54,58
643,01-20184080069823-49,26454336,JOINVILLE,BOM RETIRO -JVE,"R TTE ANTONIO JOAO,, CAMPUS UNIVER. FACULD. ENGENHARIA",CCT,CCT_B.Retiro_A4_Facul.Eng,A-4,TR-TRIFASICO,91,8,90,2,26,63,11,77,63,49,15,21,12,8,14,10,92,23,10,63,54,15,5,63,17,55,19,79,94,74,2018_07,2018,7,True,False,False,600.0,324.2,0.46,13.54,46
644,01-20184038092108-34,22814907,IBIRAMA,CENTRO / IB,"R DOUTOR GETULIO VARGAS, 2678, SALA 03",CEAVI,CEAVI_Centro_A4,A-4,TR-TRIFASICO,75,18,51,15,9,78,29,48,42,57,62,80,90,38,4,7,8,23,33,51,28,33,29,3,64,76,31,74,75,73,2018_07,2018,7,True,False,False,75.0,68.3,0.09,13.54,34
645,01-20184038092314-26,46190068,IBIRAMA,BELA VISTA / IB,"R DOUTOR GETULIO VARGAS, 2822, CEAVI",CEAVI,CEAVI_Bela-Vista_A4_Dr.Getulio-Vargas.2822,A-4,TR-TRIFASICO,18,19,19,7,29,12,95,13,44,6,35,43,47,95,87,18,56,57,91,70,11,97,85,7,55,5,82,85,83,69,2018_07,2018,7,True,False,False,215.0,182.7,0.15,13.54,54
646,01-20184051543583-69,49292945,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"AV LOURIVAL CESARIO PEREIRA, 100, UDESC",CEFSI,CEFSI_Nova-Esperanca_A4_Lourival-Cesario.100,A-4,TR-TRIFASICO,42,22,85,49,85,63,10,78,27,75,32,52,96,65,19,32,54,21,34,11,35,5,48,45,63,58,77,17,79,13,2018_07,2018,7,True,False,False,235.0,219.1,0.07,13.54,25
647,01-20184080070160-50,41399880,CHAPECO,CHAP - STO ANTONIO,"R BELONI TROMBETA ZANIN, 680, E",CEO,CEO_Sto-Antonio_A4_Beloni-Zanin.600,A-4,TR-TRIFASICO,95,23,35,72,78,73,89,16,88,24,97,56,38,79,99,58,56,69,24,7,89,42,7,38,82,53,20,20,16,65,2018_07,2018,7,True,True,False,40.0,-22.0,1.55,13.52,7
648,01-20184080069402-90,23421615,FLORIANOPOLIS,SANTA MONICA - FNS,"AV MADRE BENVENUTA, 2007, REITORIA",UDESC-CAMPUS-I,UDESC-CAMPUS-I_Santa-Monica_A4,A-4,TR-TRIFASICO,88,27,96,15,78,23,90,83,14,6,73,72,85,36,19,57,73,88,56,50,60,17,35,14,34,46,96,64,11,37,2018_07,2018,7,True,False,False,720.0,341.4,0.53,13.54,98
649,01-20184033201118-7,24712095,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"AV DO ANTAO,, ",Reitoria,Reitoria_Centro_B3,B-3,TR-TRIFASICO,79,1,58,9,5,8,81,37,20,12,69,96,71,55,12,75,22,47,70,29,5,13,73,18,88,87,10,19,8,98,2018_07,2018,7,False,False,False,0.0,0.0,,,54
650,01-20184076236473-38,10061792,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 177, ",CEFID,CEFID_Coqueiros_B3_S.Cristovao.177,B-3,MO-MONOFASICO,3,3,32,17,14,37,90,50,23,91,71,44,87,63,74,31,11,26,51,12,82,61,51,32,71,59,88,69,61,31,2018_07,2018,7,False,False,False,0.0,0.0,,,15
651,01-20184076235031-74,10065585,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 149, ",CEFID,CEFID_Coqueiros_B3_P.Simone.149,B-3,TR-TRIFASICO,49,4,60,75,27,68,42,84,57,96,66,54,17,44,28,39,61,88,59,75,91,62,64,89,79,13,98,1,83,88,2018_07,2018,7,False,False,False,0.0,0.0,,,11
652,01-20184084095224-4,28735561,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL3 CX4",CCT,CCT_America_B3_Radio_CX_4,B-3,TR-TRIFASICO,77,9,20,7,21,61,3,12,42,32,33,18,69,69,31,74,21,42,31,67,42,74,68,48,44,13,10,8,6,38,2018_07,2018,7,False,False,False,0.0,0.0,,,81
653,01-20184068741964-22,48665110,LAGES,MACACOS - LAG*,"LOC MACACOS,, FAZENDA EXPERIMENTAL DO CAV",CAV,CAV_Macacos_B3_Fazenda,B-3,MO-MONOFASICO,3,11,41,8,96,42,32,79,60,49,32,99,48,39,49,95,42,4,16,47,83,1,12,56,9,44,68,21,50,92,2018_07,2018,7,False,False,True,0.0,0.0,,,82
654,01-20184055973163-64,42565431,LAGUNA,PRAIA DO GI - LAG,"AV PRES CASTELO BRANCO,0, RESTAURANTE ESCOLA",CERES,CERES_Praia-do-Gi_B3_Restaurante-Escola,B-3,TR-TRIFASICO,26,13,75,86,36,66,12,49,69,7,47,2,60,94,17,53,59,62,47,71,84,59,26,8,57,14,20,56,2,59,2018_07,2018,7,False,False,False,0.0,0.0,,,49
655,01-20184080237684-29,25576640,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, GINASIO COBERTO BERTHOLDO WERNER",CERES,CERES_Progresso_B3_Ginasio,B-3,TR-TRIFASICO,42,14,76,58,28,43,52,95,28,57,36,34,94,64,40,43,36,47,4,91,45,54,73,56,12,85,14,47,6,53,2018_07,2018,7,False,False,False,0.0,0.0,,,16
656,01-20184029463941-0,2102650,IBIRAMA,BELA VISTA / IB,"R 7 DE SETEMBRO, 200, ",CEAVI,CEAVI_Bela-Vista_B3_7.Set.200,B-3,TR-TRIFASICO,82,16,45,42,11,13,46,50,39,1,74,99,32,20,89,32,89,82,38,18,55,13,67,12,41,11,92,11,8,6,2018_07,2018,7,False,False,False,0.0,0.0,,,10
657,01-20184029464066-66,2102811,IBIRAMA,BELA VISTA / IB,"R PROF® HELENA LAUN, 236, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.236,B-3,MO-MONOFASICO,70,17,65,43,15,34,68,12,67,90,67,81,79,57,94,50,39,14,21,73,94,73,11,6,89,50,23,10,4,69,2018_07,2018,7,False,False,False,0.0,0.0,,,25
658,01-20184038470579-6,21350656,BALNEARIO CAMBORIU,CENTRO B CAMB (BC),"AV CENTRAL, 413, ",CEFSI,CEFSI_Centro_B3_Av.Central.413_UC-21350656,B-3,TR-TRIFASICO,99,20,51,20,95,96,36,86,33,38,34,96,80,29,57,13,38,30,87,52,59,57,61,82,19,52,94,35,34,57,2018_07,2018,7,False,False,False,0.0,0.0,,,48
659,01-20184038470612-80,28034857,BALNEARIO CAMBORIU,CENTRO B CAMB (BC),"AV CENTRAL, 413, ",CEFSI,CEFSI_Centro_B3_Av.Central.413_UC-28034857,B-3,TR-TRIFASICO,6,21,84,39,73,19,65,19,92,10,62,47,95,88,8,76,81,17,1,11,53,17,7,3,31,65,30,84,96,8,2018_07,2018,7,False,False,False,0.0,0.0,,,35
660,01-20184087614851-36,47553474,CHAPECO,CHAP - CENTRO,"R SETE DE SETEMBRO, 91, AP101 ED PERETTI - DPTO CURSO ENFERMAGEM",CEO,CEO_Centro_B3_7.Set.91_Departamento-Enfermagem,B-3,TR-TRIFASICO,87,24,93,65,18,45,29,12,12,14,15,9,28,94,29,21,67,9,27,37,36,17,1,87,79,91,4,34,10,4,2018_07,2018,7,False,False,False,0.0,0.0,,,48
661,01-20184068757073-51,22037099,PINHALZINHO,PINH - RURAL,"LN BONITA,, KM 01",CEO,CEO_Pinh_B3_Km01,B-3,TR-TRIFASICO,48,25,14,49,10,37,19,29,27,84,82,25,65,17,45,69,23,67,32,99,45,84,82,9,21,68,45,11,81,5,2018_07,2018,7,False,False,False,0.0,0.0,,,93
662,01-20184038402446-99,26132010,SAO BENTO DO SUL,CENTENARIO,"R LUIZ FERNANDO HASTREITER, 150, ",CEPLAN,CEPLAN_Centenario_B3,B-3,TR-TRIFASICO,83,26,76,3,53,18,11,30,52,85,1,53,90,85,21,36,84,5,10,97,34,21,55,74,34,76,57,10,28,85,2018_07,2018,7,False,False,False,0.0,0.0,,,14
663,01-20184038214198-11,21363677,FLORIANOPOLIS,ITACORUBI - FNS,"SV CAMINHO DO PORTO,, CONJUNTO ESPORTIVO",Reitoria,Reitoria_Itacorubi_B3_Conjunto-Esportivo,B-3,TR-TRIFASICO,63,1,15,56,80,25,39,42,16,82,57,29,2,35,84,35,41,51,42,40,52,57,19,43,34,84,41,36,54,75,2018_07,2018,7,False,False,False,0.0,0.0,,,64
664,01-20184076236686-79,10061849,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 275, ",CEFID,CEFID_Coqueiros_UC_2,B-3,TR-TRIFASICO,27,3,84,83,53,24,86,70,69,44,23,22,26,42,50,56,6,19,74,81,58,36,51,50,38,39,92,30,95,92,2018_07,2018,7,False,False,False,0.0,0.0,,,4
665,01-20184076235042-90,10065593,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 163, ",CEFID,CEFID_Coqueiros_B3_P.Simone.163,B-3,TR-TRIFASICO,7,4,68,76,11,59,92,16,43,85,86,31,5,21,13,56,37,57,62,81,63,36,84,65,49,35,41,29,4,22,2018_07,2018,7,False,False,False,0.0,0.0,,,20
666,01-20184084095225-77,28735588,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL6 CX6",CCT,CCT_America_B3_Radio_CX_6,B-3,TR-TRIFASICO,24,9,26,45,77,55,90,32,67,15,13,61,61,40,68,86,30,60,54,16,10,28,78,47,26,89,97,23,88,80,2018_07,2018,7,False,False,False,0.0,0.0,,,41
667,01-20184080069701-61,12216955,LAGES,CONTA DINHEIRO- LAG*,"R PAULO ALVES DE LIZ,, TELEMED",CAV,CAV_Conta-Dinheiro_A4_Telemed,A-4,TR-TRIFASICO,18,11,65,55,76,62,77,33,26,6,73,21,97,88,92,22,43,86,22,28,12,85,97,44,27,73,50,17,27,14,2018_07,2018,7,True,False,False,440.0,38.7,0.91,13.54,51
668,01-20184055973162-0,51262476,LAGUNA,PROGRESSO - LAG,"AV ENG COLOMBO MACHADO SALLES,0, ",CERES,CERES_Progresso_B3_Colombo-Sales.0,B-3,TR-TRIFASICO,81,13,41,29,79,7,6,59,62,9,70,71,98,69,72,22,81,4,19,72,51,96,25,33,46,23,43,18,54,58,2018_07,2018,7,False,False,False,0.0,0.0,,,29
669,01-20184080069987 -76,12264488,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, COL COMERCIAL LAGUNENSE",CERES,CERES_Progresso_A4_Col.Comercial-Laguense,A-4,TR-TRIFASICO,62,14,83,38,35,37,10,51,25,83,80,87,90,8,86,26,8,9,9,7,67,5,82,38,82,54,63,17,43,73,2018_07,2018,7,True,False,False,345.0,272.7,0.21,13.54,93
670,01-20184029464067-29,2102668,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, FUNDOS",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120.Fundos,B-3,MO-MONOFASICO,65,16,70,49,32,72,57,31,73,25,14,64,25,18,96,22,19,51,60,38,31,3,99,11,55,39,14,1,97,67,2018_07,2018,7,False,False,False,0.0,0.0,,,6
671,01-20184029464071-4,2102889,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120,B-3,TR-TRIFASICO,25,17,12,71,68,40,46,52,60,2,66,94,52,28,95,33,91,15,23,85,96,62,77,93,73,77,72,40,75,51,2018_07,2018,7,False,False,False,0.0,0.0,,,97
672,01-20184038470609-75,27299555,BALNEARIO CAMBORIU,CENTRO B CAMB (BC),"AV CENTRAL, 413, ",CEFSI,CEFSI_Centro_B3_Av.Central.413_UC-27299555,B-3,TR-TRIFASICO,81,20,15,57,52,1,29,57,5,65,33,80,96,10,88,79,38,28,30,53,27,53,88,2,79,67,20,3,82,82,2018_07,2018,7,False,False,False,0.0,0.0,,,66
673,01-20184080314525-73,43860100,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"R EDGAR LINHARES, 570, GALPAO 04",CEFSI,CEFSI_Nova-Esperanca_,B-3,TR-TRIFASICO,45,21,98,45,76,35,94,98,92,1,84,72,13,51,18,92,73,50,25,7,20,79,32,16,33,38,56,33,25,95,2018_07,2018,7,False,False,False,0.0,0.0,,,36
674,01-20184087614831-29,47571197,CHAPECO,CHAP - CENTRO,"R 7 DE SETEMBRO, 91, D TERREO",CEO,CEO_Centro_B3_7.Set.91_D-Terreo,B-3,TR-TRIFASICO,15,24,49,9,79,77,46,36,6,97,89,67,45,25,9,51,70,90,70,6,33,64,20,35,81,46,90,40,39,11,2018_07,2018,7,False,False,False,0.0,0.0,,,67
675,01-20184087543548-14,48665160,GUATAMBU,GUAT - RURAL,"LN PORTO CHALANA,, FAZENDA EXPERIMENTAL CEO - FACEO",CEO,CEO_Rural_B3_Fazenda-Experimental,B-3,MO-MONOFASICO,69,25,69,98,73,7,78,11,24,43,42,74,62,74,18,5,83,86,57,23,87,30,20,28,83,71,88,27,78,54,2018_07,2018,7,False,False,False,0.0,0.0,,,86
676,01-20184080070058 - 64,45175634,SAO BENTO DO SUL,BRASILIA,"AV PREFEITO ORNITH BOLLMANN, 0, CEDUP ENTRE 480 - 581",CEPLAN,CEPLAN_Brasilia_A4,A-4,TR-TRIFASICO,86,26,23,64,55,4,63,98,96,18,1,14,41,92,43,5,2,82,55,10,6,25,5,67,76,30,43,1,61,88,2018_07,2018,7,True,False,False,60.0,11.9,0.8,13.54,2
677,01-20205687372153-94,12183828,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R VISC OURO PRETO, 457, ",FAED,FAED_Centro_B3,B-3,TR-TRIFASICO,34,2,45,91,60,85,56,94,31,60,44,86,40,12,86,32,46,86,23,86,96,51,89,36,51,49,55,94,72,41,2020_02,2020,2,False,False,False,0.0,0.0,,,3
678,01-20205760046001-81,28925301,JOINVILLE,SAGUACU - JVE,"R PAST GUILHERME RAU,1, UDESC RADIO EDUCATIVA DE JLLE - MIRANTE",CCT,CCT_Saguacu_B3_Radio_Mirante,B-3,MO-MONOFASICO,23,7,68,97,36,25,18,70,64,24,4,3,83,31,44,66,68,84,83,61,52,41,96,91,99,21,46,45,68,41,2020_02,2020,2,False,False,False,0.0,0.0,,,80
679,01-20205797405341-22,28925310,JOINVILLE,AMERICA - JVE,"R OTTO BOEHM, 30, SL6 CX7 - UDESC FUNDACAO",CCT,CCT_America_B3_Radio_CX_7,B-3,BI-BIFASICO,93,10,80,83,69,92,91,74,92,48,64,42,89,4,53,36,43,13,3,2,76,8,40,18,59,8,82,88,78,1,2020_02,2020,2,False,False,False,0.0,0.0,,,79
680,01-20205786968077 -90,26445418,LAGES,CIDADE ALTA - LAG*,"R DAS TORRES, 2090, AREA INDUSTRIAL - UDESC RADIO LAGES",CAV,CAV_Cidade-Alta_B3_Radio,B-3,TR-TRIFASICO,70,12,19,60,78,73,33,19,26,30,79,15,39,14,36,84,56,61,7,33,83,48,82,92,97,53,20,33,93,43,2020_02,2020,2,False,False,False,0.0,0.0,,,65
681,01-20205777375411-85,25576640,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, GINASIO COBERTO BERTHOLDO WERNER",CERES,CERES_Progresso_B3_Ginasio,B-3,TR-TRIFASICO,72,14,5,19,56,97,92,15,12,99,31,9,9,53,28,61,17,32,3,19,78,25,95,71,14,3,49,83,85,42,2020_02,2020,2,False,False,False,0.0,0.0,,,95
682,01-20205787000299-2,48665160,GUATAMBU,GUAT - RURAL,"LN PORTO CHALANA,, FAZENDA EXPERIMENTAL CEO - FACEO",CEO,CEO_Rural_B3_Fazenda-Experimental,B-3,MO-MONOFASICO,81,23,11,67,67,99,40,73,1,84,72,51,79,30,37,33,13,4,30,59,48,35,49,23,59,75,83,30,88,70,2020_02,2020,2,False,False,False,0.0,0.0,,,47
683,01-20205780875301-5,12184158,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 212, ",CEFID,CEFID_Coqueiros_A4_P.Simone.212,A-4,TR-TRIFASICO,42,5,38,50,34,45,16,8,63,15,37,94,67,83,88,66,74,10,51,96,88,68,76,90,87,55,93,67,89,92,2020_02,2020,2,True,True,False,180.0,-11.0,1.06,13.97,77
