ID_Fatura,UC,Municipio,Bairro_Cidade,Endereco_Complemento,Campus_Name,Campus_Unique_Name,Grupo_Tarifario,Fase,valor_total_RS,pagina_correspondente,valor_faturado_consumo,valor_faturado_band_amar,valor_faturado_band_verm,valor_faturado_consumo_P,valor_faturado_consumo_FP,valor_faturado_ener_reat_exc_P,valor_faturado_ener_reat_exc_FP,valor_faturado_demanda,valor_faturado_demanda_ultr,valor_faturado_cosip,valor_faturado_custo_disp_sistema,valor_faturado_comp_viol_meta_continuidade,Quantidade_consumo,Quantidade_consumo_P,Quantidade_consumo_FP,Quantidade_ener_reat_exc_P,Quantidade_ener_reat_exc_FP,Quantidade_demanda,Quantidade_demanda_ultr,Quantidade_custo_disp_sistema,Medido_consumo,Medido_consumo_P,Medido_consumo_FP,Medido_ener_reat_exc_P,Medido_ener_reat_exc_FP,Medido_demanda,Medido_demanda_ultr,Medido_energia_reat_indutiva,MM_YY_ref,year,month,has_demanda,has_been_charged_by_demanda_ultr,has_been_refunded,real_contracted_value_for_demanda,diff_demanda_contratada_medida,ratio_medido_faturado,demanda_tarifa_cost_real_por_kW,lost_money_sobrecontratacao_demanda
01-20205870702571-52,47571197,CHAPECO,CENTRO,"R 7 DE SETEMBRO, 91, D TERREO",CEO,CEO_Centro_B3_7.Set.91_D-Terreo,B-3,TR-TRIFASICO,3010.61,21,2827.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5565.75,0.0,0.0,0.0,0.0,0.0,0.0,123.0,2020_03,2020,3,False,False,False,0.0,0.0,,,0.0
01-20205874021641-65,45175634,SAO BENTO DO SUL,BRASILIA,"AV PREFEITO ORNITH BOLLMANN, 0, CEDUP ENTRE 480 - 581",CEPLAN,CEPLAN_Brasilia_A4,A-4,TR-TRIFASICO,5887.9,23,0.0,0.0,0.0,2431.19,2169.36,0.0,0.0,730.75,335.1,221.5,0.0,0.0,0.0,1857.0,6546.0,0.0,0.0,52.0,12.0,0.0,8402.83,1856.62,6546.21,0.0,0.0,51.9,0.0,895.1,2020_03,2020,3,True,True,False,40.0,-12.0,1.3,14.05,0.0
01-20173538754169-12,12183828,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R VISC OURO PRETO, 457, ",FAED,FAED_Centro_B3,B-3,TR-TRIFASICO,673.41,2,515.99,0.0,31.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183609265315 -20,10061792,FLORIANOPOLIS,COQUEIROS - FNS,"R SAO CRISTOVAO, 177, ",CEFID,CEFID_Coqueiros_B3_S.Cristovao.177,B-3,MO-MONOFASICO,251.38,3,195.4,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183601679091-47,28925301,JOINVILLE,SAGUACU - JVE,"R PAST GUILHERME RAU,1, UDESC RADIO EDUCATIVA DE JLLE - MIRANTE",CCT,CCT_Saguacu_B3_Radio_Mirante,B-3,MO-MONOFASICO,15.77,7,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183621838030-44,28925310,JOINVILLE,AMERICA - JVE,"R OTTO BOEHM, 30, SL6 CX7 - UDESC FUNDACAO",CCT,CCT_America_B3_Radio_CX_7,B-3,BI-BIFASICO,964.67,10,838.0,0.0,9.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183626431970-93,26445418,LAGES,CIDADE ALTA - LAG*,"R DAS TORRES, 2090, AREA INDUSTRIAL - UDESC RADIO LAGES",CAV,CAV_Cidade-Alta_B3_Radio,B-3,TR-TRIFASICO,1063.91,12,420.42,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183616859069-10,48665160,GUATAMBU,GUAT - RURAL,"LN PORTO CHALANA,, FAZENDA EXPERIMENTAL CEO - FACEO",CEO,CEO_Rural_B3_Fazenda-Experimental,B-3,MO-MONOFASICO,40.84,25,33.43,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183626374126-30,12184158,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 212, ",CEFID,CEFID_Coqueiros_A4_P.Simone.212,A-4,TR-TRIFASICO,8350.4,5,0.0,0.0,67.92,1251.78,3883.41,86.27,496.9,2365.71,0.0,198.41,0.0,0.0,0.0,1042.0,12031.0,300.0,1728.0,180.0,0.0,0.0,13074.0,1042.0,12031.0,300.0,1728.0,70.27,0.0,8444.0,2018_01,2018,1,True,False,False,180.0,109.7,0.39,13.14,1441.46
01-20183626374226-84,20665025,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R SALDANHA MARINHO, 47, ",Museu,Museu_Centro_A4,A-4,TR-TRIFASICO,2644.53,6,0.0,0.0,26.14,670.34,1355.36,0.0,0.0,394.28,0.0,198.41,0.0,0.0,0.0,558.0,4199.0,0.0,0.0,30.0,0.0,0.0,4758.0,558.0,4199.0,0.0,0.0,29.37,0.0,265.0,2018_01,2018,1,True,False,False,30.0,0.6,0.98,13.14,7.88
01-20183626374515-0,26454336,JOINVILLE,BOM RETIRO -JVE,"R TTE ANTONIO JOAO,, CAMPUS UNIVER. FACULD. ENGENHARIA",CCT,CCT_B.Retiro_A4_Facul.Eng,A-4,TR-TRIFASICO,38420.31,8,0.0,0.0,427.32,7344.98,21837.01,106.97,701.07,7885.71,0.0,117.25,0.0,0.0,0.0,6114.0,67652.0,372.0,2438.0,600.0,0.0,0.0,73767.0,6114.0,67652.0,372.0,2438.0,282.91,0.0,40063.0,2018_01,2018,1,True,False,False,600.0,317.1,0.47,13.14,4166.69
01-20183574593865-54,22814907,IBIRAMA,CENTRO / IB,"R DOUTOR GETULIO VARGAS, 2678, SALA 03",CEAVI,CEAVI_Centro_A4,A-4,TR-TRIFASICO,1706.48,18,0.0,0.0,28.9,152.56,404.43,0.0,0.0,985.71,0.0,134.88,0.0,0.0,0.0,127.0,1253.0,0.0,0.0,75.0,0.0,0.0,1380.0,127.0,1253.0,0.0,0.0,6.2,0.0,95.0,2018_01,2018,1,True,False,False,75.0,68.8,0.08,13.14,904.03
01-20183574594605-79,46190068,IBIRAMA,BELA VISTA / IB,"R DOUTOR GETULIO VARGAS, 2822, CEAVI",CEAVI,CEAVI_Bela-Vista_A4_Dr.Getulio-Vargas.2822,A-4,TR-TRIFASICO,6863.37,19,0.0,0.0,208.89,979.08,2507.37,0.0,0.0,2825.71,0.0,342.32,0.0,0.0,0.0,815.0,7768.0,0.0,0.0,215.0,0.0,0.0,8583.0,815.0,7768.0,0.0,0.0,70.26,0.0,462.0,2018_01,2018,1,True,False,False,215.0,144.7,0.33,13.14,1901.36
01-20183626374166-54,23421615,FLORIANOPOLIS,SANTA MONICA - FNS,"AV MADRE BENVENUTA, 2007, REITORIA",UDESC-CAMPUS-I,UDESC-CAMPUS-I_Santa-Monica_A4,A-4,TR-TRIFASICO,55015.79,27,0.0,0.0,508.29,10693.11,34152.84,0.0,0.28,9462.86,0.0,198.41,0.0,0.0,0.0,8901.0,105807.0,0.0,1.0,720.0,0.0,0.0,114709.0,8901.0,105807.0,0.0,1.0,527.62,0.0,26002.0,2018_01,2018,1,True,False,False,720.0,192.4,0.73,13.14,2528.14
01-20183549649850-29,24712095,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"AV DO ANTAO,, ",Reitoria,Reitoria_Centro_B3,B-3,TR-TRIFASICO,817.26,1,628.75,0.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183609262115-25,10065585,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 149, ",CEFID,CEFID_Coqueiros_B3_P.Simone.149,B-3,TR-TRIFASICO,344.48,4,286.64,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183621838025-4,28735561,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL3 CX4",CCT,CCT_America_B3_Radio_CX_4,B-3,TR-TRIFASICO,49.36,9,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,1.06,47.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183601545441-9,48665110,LAGES,MACACOS - LAG*,"LOC MACACOS,, FAZENDA EXPERIMENTAL DO CAV",CAV,CAV_Macacos_B3_Fazenda,B-3,MO-MONOFASICO,398.26,11,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,383.55,14.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183585700059 - 83,42565431,LAGUNA,PRAIA DO GI - LAG,"AV PRES CASTELO BRANCO,0, RESTAURANTE ESCOLA",CERES,CERES_Praia-do-Gi_B3_Restaurante-Escola,B-3,TR-TRIFASICO,159.15,13,113.22,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,42.01,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183616803013-0,25576640,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, GINASIO COBERTO BERTHOLDO WERNER",CERES,CERES_Progresso_B3_Ginasio,B-3,TR-TRIFASICO,1261.3,14,1175.29,0.0,21.55,0.0,0.0,0.0,0.0,0.0,0.0,64.46,0.0,0.0,2460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2460.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183543449781-14,2102650,IBIRAMA,BELA VISTA / IB,"R 7 DE SETEMBRO, 200, ",CEAVI,CEAVI_Bela-Vista_B3_7.Set.200,B-3,TR-TRIFASICO,341.71,16,124.2,0.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,210.75,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183543449845-3,2102811,IBIRAMA,BELA VISTA / IB,"R PROF® HELENA LAUN, 236, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.236,B-3,MO-MONOFASICO,225.87,17,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,210.75,14.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183562394405-20,21350656,BALNEARIO CAMBORIU,CENTRO B CAMB (BC),"AV CENTRAL, 413, ",CEFSI,CEFSI_Centro_B3_Av.Central.413_UC-21350656,B-3,TR-TRIFASICO,1793.49,20,1705.61,0.0,79.97,0.0,0.0,0.0,0.0,0.0,0.0,7.91,0.0,0.0,3570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183562394445-44,28034857,BALNEARIO CAMBORIU,CENTRO B CAMB (BC),"AV CENTRAL, 413, ",CEFSI,CEFSI_Centro_B3_Av.Central.413_UC-28034857,B-3,TR-TRIFASICO,1498.9,21,1424.21,0.0,66.78,0.0,0.0,0.0,0.0,0.0,0.0,7.91,0.0,0.0,2981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20173538649022-48,32256570,PALMITOS,CENTRO,"AV BRASIL,, ",CEO,CEO_Centro_B3_Av.Brasil,B-3,TR-TRIFASICO,721.23,22,601.01,0.0,36.76,0.0,0.0,0.0,0.0,0.0,0.0,83.46,0.0,0.0,1258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183626536276-52,47553474,CHAPECO,CHAP - CENTRO,"R SETE DE SETEMBRO, 91, AP101 ED PERETTI - DPTO CURSO ENFERMAGEM",CEO,CEO_Centro_B3_7.Set.91_Departamento-Enfermagem,B-3,TR-TRIFASICO,182.13,23,169.12,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,11.49,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183591021919-1,40612220,PINHALZINHO,PINH - EFACIP,"AV CORONEL IBIAPINA LIMA, 10, ESQ C/ SAO SALVADOR",CEO,CEO_Pinh_B3_Coronel-Ibiapina.10,B-3,TR-TRIFASICO,127.79,24,113.22,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183562229345-75,26132010,SAO BENTO DO SUL,CENTENARIO,"R LUIZ FERNANDO HASTREITER, 150, ",CEPLAN,CEPLAN_Centenario_B3,B-3,TR-TRIFASICO,1773.98,26,1634.91,0.0,76.65,0.0,0.0,0.0,0.0,0.0,0.0,62.42,0.0,0.0,3422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183561931971-8,21363677,FLORIANOPOLIS,ITACORUBI - FNS,"SV CAMINHO DO PORTO,, CONJUNTO ESPORTIVO",Reitoria,Reitoria_Itacorubi_B3_Conjunto-Esportivo,B-3,TR-TRIFASICO,1363.8,1,1113.19,0.0,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183609262120-65,10065593,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 163, ",CEFID,CEFID_Coqueiros_B3_P.Simone.163,B-3,TR-TRIFASICO,497.36,4,401.31,0.0,8.17,0.0,0.0,0.0,0.0,0.0,0.0,87.88,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183621838028-0,28735588,JOINVILLE,AMERICA - JVE,"R OTTO BOEHMM, 48, SL6 CX6",CCT,CCT_America_B3_Radio_CX_6,B-3,TR-TRIFASICO,85.63,9,73.07,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,11.73,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183626374258-70,12216955,LAGES,CONTA DINHEIRO- LAG*,"R PAULO ALVES DE LIZ,, TELEMED",CAV,CAV_Conta-Dinheiro_A4_Telemed,A-4,TR-TRIFASICO,45641.34,11,0.0,0.0,609.76,10512.91,28096.11,0.0,0.0,5782.86,0.0,639.7,0.0,0.0,0.0,8751.0,87043.0,0.0,0.0,440.0,0.0,0.0,95794.0,8751.0,87043.0,0.0,0.0,215.81,0.0,9842.0,2018_01,2018,1,True,False,False,440.0,224.2,0.49,13.14,2945.99
01-20183585700060-62,51262476,LAGUNA,PROGRESSO - LAG,"AV ENG COLOMBO MACHADO SALLES,0, ",CERES,CERES_Progresso_B3_Colombo-Sales.0,B-3,TR-TRIFASICO,1377.86,13,0.0,0.0,43.98,0.0,0.0,0.0,0.0,0.0,0.0,64.46,0.0,0.0,2657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2657.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183626374728-32,12264488,LAGUNA,PROGRESSO - LAG,"R CEL FERNANDES MARTINS,, COL COMERCIAL LAGUNENSE",CERES,CERES_Progresso_A4_Col.Comercial-Laguense,A-4,TR-TRIFASICO,12237.78,14,0.0,0.0,96.12,1310.65,4616.45,238.1,1377.71,4534.29,0.0,64.46,0.0,0.0,0.0,1091.0,14302.0,828.0,4791.0,345.0,0.0,0.0,15394.0,1091.0,14302.0,828.0,4791.0,81.45,0.0,14903.0,2018_01,2018,1,True,False,False,345.0,263.6,0.24,13.14,3463.7
01-20183543449846-68,2102668,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, FUNDOS",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120.Fundos,B-3,MO-MONOFASICO,237.94,16,25.79,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,210.75,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183543449849 -56,2102889,IBIRAMA,BELA VISTA / IB,"R PROF HELENA LAUN, 120, ",CEAVI,CEAVI_Bela-Vista_B3_Prof.Helena-Laun.120,B-3,TR-TRIFASICO,261.12,17,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,210.75,47.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183562394438-89,27299555,BALNEARIO CAMBORIU,CENTRO B CAMB (BC),"AV CENTRAL, 413, ",CEFSI,CEFSI_Centro_B3_Av.Central.413_UC-27299555,B-3,TR-TRIFASICO,163.94,20,149.05,0.0,6.98,0.0,0.0,0.0,0.0,0.0,0.0,7.91,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183585432683- 33,49292945,BALNEARIO CAMBORIU,NOVA ESPERANCA (BC),"AV LOURIVAL CESARIO PEREIRA, 100, UDESC",CEFSI,CEFSI_Nova-Esperanca_A4_Lourival-Cesario.100,A-4,TR-TRIFASICO,949.39,21,0.0,0.0,11.79,221.04,314.37,0.0,0.0,394.28,0.0,7.91,0.0,0.0,0.0,184.0,974.0,0.0,0.0,30.0,0.0,0.0,1159.0,184.0,974.0,0.0,0.0,13.16,0.0,111.0,2018_01,2018,1,True,False,False,30.0,16.8,0.44,13.14,220.75
01-20183626374945-40,41399880,CHAPECO,CHAP - STO ANTONIO,"R BELONI TROMBETA ZANIN, 680, E",CEO,CEO_Sto-Antonio_A4_Beloni-Zanin.600,A-4,TR-TRIFASICO,4981.76,22,0.0,0.0,66.08,1075.18,3033.52,0.0,0.0,525.71,0.0,281.27,0.0,0.0,0.0,895.0,9398.0,0.0,0.0,40.0,0.0,0.0,10294.0,895.0,9398.0,0.0,0.0,34.36,0.0,368.0,2018_01,2018,1,True,False,False,40.0,5.6,0.86,13.14,73.58
01-20183626536268-24,47571197,CHAPECO,CHAP - CENTRO,"R 7 DE SETEMBRO, 91, D TERREO",CEO,CEO_Centro_B3_7.Set.91_D-Terreo,B-3,TR-TRIFASICO,1550.3,23,1439.5,0.0,12.95,0.0,0.0,0.0,0.0,0.0,0.0,97.85,0.0,0.0,3013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3013.0,0.0,0.0,0.0,0.0,0.0,0.0,,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183601565194-94,22037099,PINHALZINHO,PINH - RURAL,"LN BONITA,, KM 01",CEO,CEO_Pinh_B3_Km01,B-3,TR-TRIFASICO,3649.48,24,3251.66,0.0,84.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6806.0,0.0,0.0,0.0,0.0,0.0,0.0,1537.0,2018_01,2018,1,False,False,False,0.0,0.0,,,0.0
01-20183626374795-20,45175634,SAO BENTO DO SUL,BRASILIA,"AV PREFEITO ORNITH BOLLMANN, 0, CEDUP ENTRE 480 - 581",CEPLAN,CEPLAN_Brasilia_A4,A-4,TR-TRIFASICO,4850.21,26,0.0,0.0,23.09,426.47,992.22,0.0,35.66,3246.29,0.0,126.48,0.0,0.0,0.0,355.0,3074.0,0.0,124.0,247.0,0.0,0.0,3430.0,355.0,3074.0,0.0,124.0,12.24,0.0,5.0,2018_01,2018,1,True,False,False,247.0,234.8,0.05,13.14,3085.27
01-20184248503564-57,12183828,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R VISC OURO PRETO, 457, ",FAED,FAED_Centro_B3,B-3,TR-TRIFASICO,548.25,2,426.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_10,2018,10,False,False,False,0.0,0.0,,,0.0
01-20184296750066 -7,28925301,JOINVILLE,SAGUACU - JVE,"R PAST GUILHERME RAU,1, UDESC RADIO EDUCATIVA DE JLLE - MIRANTE",CCT,CCT_Saguacu_B3_Radio_Mirante,B-3,MO-MONOFASICO,933.55,7,750.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_10,2018,10,False,False,False,0.0,0.0,,,0.0
01-20184313093147-52,28925310,JOINVILLE,AMERICA - JVE,"R OTTO BOEHM, 30, SL6 CX7 - UDESC FUNDACAO",CCT,CCT_America_B3_Radio_CX_7,B-3,BI-BIFASICO,1086.63,10,870.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_10,2018,10,False,False,False,0.0,0.0,,,0.0
01-20184316232803-64,26445418,LAGES,CIDADE ALTA - LAG*,"R DAS TORRES, 2090, AREA INDUSTRIAL - UDESC RADIO LAGES",CAV,CAV_Cidade-Alta_B3_Radio,B-3,TR-TRIFASICO,1361.28,12,665.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018_10,2018,10,False,False,False,0.0,0.0,,,0.0
01-20184309093096-73,12184158,FLORIANOPOLIS,COQUEIROS - FNS,"R PASCOAL SIMONE, 212, ",CEFID,CEFID_Coqueiros_A4_P.Simone.212,A-4,TR-TRIFASICO,28401.57,5,0.0,0.0,0.0,7082.53,15867.89,65.83,387.38,2312.73,0.0,224.57,0.0,0.0,0.0,5615.0,42476.0,206.0,1214.0,184.0,0.0,0.0,48090.96,5615.42,42475.53,206.35,1214.2,183.74,0.0,19211.9,2018_10,2018,10,True,False,False,184.0,0.3,1.0,12.57,3.77
01-20184309102316-2,20665025,FLORIANOPOLIS,FLORIANOPOLIS-CENTRO,"R SALDANHA MARINHO, 47, ",Museu,Museu_Centro_A4,A-4,TR-TRIFASICO,4302.05,6,0.0,0.0,0.0,1064.88,1684.42,0.0,0.0,603.16,451.12,224.57,0.0,0.0,0.0,844.0,4509.0,0.0,0.0,48.0,18.0,0.0,5353.27,844.31,4508.95,0.0,0.0,47.92,0.0,206.76,2018_10,2018,10,True,True,False,30.0,-18.0,1.6,12.57,0.0
01-20184309125341-19,26454336,JOINVILLE,BOM RETIRO -JVE,"R TTE ANTONIO JOAO,, CAMPUS UNIVER. FACULD. ENGENHARIA",CCT,CCT_B.Retiro_A4_Facul.Eng,A-4,TR-TRIFASICO,78039.71,8,0.0,0.0,0.0,17933.64,40831.11,0.0,432.62,9164.71,3225.03,132.71,0.0,0.0,0.0,14219.0,109298.0,0.0,1356.0,728.0,128.0,0.0,123516.28,14218.76,109297.52,0.0,1356.01,728.11,0.0,43873.53,2018_10,2018,10,True,True,False,600.0,-128.0,1.21,12.59,0.0
01-20184272252136-26,22814907,IBIRAMA,CENTRO / IB,"R DOUTOR GETULIO VARGAS, 2678, SALA 03",CEAVI,CEAVI_Centro_A4,A-4,TR-TRIFASICO,1857.08,18,0.0,0.0,0.0,313.3,770.21,0.14,0.22,377.61,0.0,277.41,0.0,0.0,0.0,248.0,2062.0,0.0,1.0,30.0,0.0,0.0,2310.16,248.41,2061.75,0.47,0.73,18.22,0.0,298.76,2018_10,2018,10,True,False,False,30.0,11.8,0.61,12.59,148.56
01-20184272252617-4,46190068,IBIRAMA,BELA VISTA / IB,"R DOUTOR GETULIO VARGAS, 2822, CEAVI",CEAVI,CEAVI_Bela-Vista_A4_Dr.Getulio-Vargas.2822,A-4,TR-TRIFASICO,8161.85,19,0.0,0.0,0.0,2439.54,3631.92,0.0,0.0,967.81,0.0,526.17,0.0,0.0,0.0,1934.0,9722.0,0.0,0.0,77.0,0.0,0.0,11656.26,1934.21,9722.05,0.0,0.0,76.89,0.0,181.91,2018_10,2018,10,True,False,False,77.0,0.1,1.0,12.57,1.26
